,REF_DATE,GEO,Type of vehicle,UOM,SCALAR_FACTOR,VALUE
1690,2012,Quebec,Trailers,Number,units,1803847
1691,2012,Quebec,"Off-road, construction, farm vehicles",Number,units,733241
1692,2012,Ontario,"Total, vehicle registrations",Number,units,11034915
1693,2012,Ontario,"Total, road motor vehicle registrations",Number,units,7985943
1694,2012,Ontario,"Vehicles weighing less than 4,500 kilograms",Number,units,7514137
1695,2012,Ontario,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,116698
1696,2012,Ontario,"Vehicles weighing 15,000 kilograms or more",Number,units,116125
1697,2012,Ontario,Buses,Number,units,29571
1698,2012,Ontario,Motorcycles and mopeds,Number,units,209412
1699,2012,Ontario,Trailers,Number,units,2397071
1700,2012,Ontario,"Off-road, construction, farm vehicles",Number,units,651901
1701,2012,Manitoba,"Total, vehicle registrations",Number,units,1043831
1702,2012,Manitoba,"Total, road motor vehicle registrations",Number,units,801262
1703,2012,Manitoba,"Vehicles weighing less than 4,500 kilograms",Number,units,737271
1704,2012,Manitoba,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,17414
1705,2012,Manitoba,"Vehicles weighing 15,000 kilograms or more",Number,units,26206
1706,2012,Manitoba,Buses,Number,units,3994
1707,2012,Manitoba,Motorcycles and mopeds,Number,units,16377
1708,2012,Manitoba,Trailers,Number,units,171750
1709,2012,Manitoba,"Off-road, construction, farm vehicles",Number,units,70819
1710,2012,Saskatchewan,"Total, vehicle registrations",Number,units,1074722
1711,2012,Saskatchewan,"Total, road motor vehicle registrations",Number,units,865527
1712,2012,Saskatchewan,"Vehicles weighing less than 4,500 kilograms",Number,units,766017
1713,2012,Saskatchewan,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,45916
1714,2012,Saskatchewan,"Vehicles weighing 15,000 kilograms or more",Number,units,36944
1715,2012,Saskatchewan,Buses,Number,units,3851
1716,2012,Saskatchewan,Motorcycles and mopeds,Number,units,12799
1717,2012,Saskatchewan,Trailers,Number,units,202712
1718,2012,Saskatchewan,"Off-road, construction, farm vehicles",Number,units,6483
1719,2012,Alberta,"Total, vehicle registrations",Number,units,4569680
1720,2012,Alberta,"Total, road motor vehicle registrations",Number,units,3176106
1721,2012,Alberta,"Vehicles weighing less than 4,500 kilograms",Number,units,2789795
1722,2012,Alberta,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,157537
1723,2012,Alberta,"Vehicles weighing 15,000 kilograms or more",Number,units,101171
1724,2012,Alberta,Buses,Number,units,15348
1725,2012,Alberta,Motorcycles and mopeds,Number,units,112255
1726,2012,Alberta,Trailers,Number,units,1207905
1727,2012,Alberta,"Off-road, construction, farm vehicles",Number,units,185669
1728,2012,British Columbia,"Total, vehicle registrations",Number,units,3325267
1729,2012,British Columbia,"Total, road motor vehicle registrations",Number,units,2906451
1730,2012,British Columbia,"Vehicles weighing less than 4,500 kilograms",Number,units,2702059
1731,2012,British Columbia,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,96965
1732,2012,British Columbia,"Vehicles weighing 15,000 kilograms or more",Number,units,38475
1733,2012,British Columbia,Buses,Number,units,9713
1734,2012,British Columbia,Motorcycles and mopeds,Number,units,59239
1735,2012,British Columbia,Trailers,Number,units,399666
1736,2012,British Columbia,"Off-road, construction, farm vehicles",Number,units,19150
1737,2012,Yukon,"Total, vehicle registrations",Number,units,50758
1738,2012,Yukon,"Total, road motor vehicle registrations",Number,units,36270
1739,2012,Yukon,"Vehicles weighing less than 4,500 kilograms",Number,units,30381
1740,2012,Yukon,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,2815
1741,2012,Yukon,"Vehicles weighing 15,000 kilograms or more",Number,units,1717
1742,2012,Yukon,Buses,Number,units,331
1743,2012,Yukon,Motorcycles and mopeds,Number,units,1026
1744,2012,Yukon,Trailers,Number,units,13112
1745,2012,Yukon,"Off-road, construction, farm vehicles",Number,units,1376
1746,2012,Northwest Territories,"Total, vehicle registrations",Number,units,32568
1747,2012,Northwest Territories,"Total, road motor vehicle registrations",Number,units,25988
1748,2012,Northwest Territories,"Vehicles weighing less than 4,500 kilograms",Number,units,22451
1749,2012,Northwest Territories,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,1682
1750,2012,Northwest Territories,"Vehicles weighing 15,000 kilograms or more",Number,units,896
1751,2012,Northwest Territories,Buses,Number,units,106
1752,2012,Northwest Territories,Motorcycles and mopeds,Number,units,853
1753,2012,Northwest Territories,Trailers,Number,units,5050
1754,2012,Northwest Territories,"Off-road, construction, farm vehicles",Number,units,1530
1755,2012,Nunavut,"Total, vehicle registrations",Number,units,6015
1756,2012,Nunavut,"Total, road motor vehicle registrations",Number,units,4786
1757,2012,Nunavut,"Vehicles weighing less than 4,500 kilograms",Number,units,4092
1758,2012,Nunavut,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,262
1759,2012,Nunavut,"Vehicles weighing 15,000 kilograms or more",Number,units,327
1760,2012,Nunavut,Buses,Number,units,33
1761,2012,Nunavut,Motorcycles and mopeds,Number,units,72
1762,2012,Nunavut,Trailers,Number,units,139
1763,2012,Nunavut,"Off-road, construction, farm vehicles",Number,units,1090
1764,2013,Canada,"Total, vehicle registrations",Number,units,31718809
1765,2013,Canada,"Total, road motor vehicle registrations",Number,units,23006222
1766,2013,Canada,"Vehicles weighing less than 4,500 kilograms",Number,units,21261660
1767,2013,Canada,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,550572
1768,2013,Canada,"Vehicles weighing 15,000 kilograms or more",Number,units,432684
1769,2013,Canada,Buses,Number,units,88878
1770,2013,Canada,Motorcycles and mopeds,Number,units,672428
1771,2013,Canada,Trailers,Number,units,6686145
1772,2013,Canada,"Off-road, construction, farm vehicles",Number,units,2026442
1773,2013,Newfoundland and Labrador,"Total, vehicle registrations",Number,units,628651
1774,2013,Newfoundland and Labrador,"Total, road motor vehicle registrations",Number,units,369264
1775,2013,Newfoundland and Labrador,"Vehicles weighing less than 4,500 kilograms",Number,units,341745
1776,2013,Newfoundland and Labrador,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,6274
1777,2013,Newfoundland and Labrador,"Vehicles weighing 15,000 kilograms or more",Number,units,5115
1778,2013,Newfoundland and Labrador,Buses,Number,units,1370
1779,2013,Newfoundland and Labrador,Motorcycles and mopeds,Number,units,14760
1780,2013,Newfoundland and Labrador,Trailers,Number,units,58123
1781,2013,Newfoundland and Labrador,"Off-road, construction, farm vehicles",Number,units,201264
1782,2013,Prince Edward Island,"Total, vehicle registrations",Number,units,111425
1783,2013,Prince Edward Island,"Total, road motor vehicle registrations",Number,units,95952
1784,2013,Prince Edward Island,"Vehicles weighing less than 4,500 kilograms",Number,units,87177
1785,2013,Prince Edward Island,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,1844
1786,2013,Prince Edward Island,"Vehicles weighing 15,000 kilograms or more",Number,units,3228
1787,2013,Prince Edward Island,Buses,Number,units,415
1788,2013,Prince Edward Island,Motorcycles and mopeds,Number,units,3288
1789,2013,Prince Edward Island,Trailers,Number,units,13568
1790,2013,Prince Edward Island,"Off-road, construction, farm vehicles",Number,units,1905
1791,2013,Nova Scotia,"Total, vehicle registrations",Number,units,739665
1792,2013,Nova Scotia,"Total, road motor vehicle registrations",Number,units,615561
1793,2013,Nova Scotia,"Vehicles weighing less than 4,500 kilograms",Number,units,575341
1794,2013,Nova Scotia,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,10451
1795,2013,Nova Scotia,"Vehicles weighing 15,000 kilograms or more",Number,units,9240
1796,2013,Nova Scotia,Buses,Number,units,1966
1797,2013,Nova Scotia,Motorcycles and mopeds,Number,units,18563
1798,2013,Nova Scotia,Trailers,Number,units,67701
1799,2013,Nova Scotia,"Off-road, construction, farm vehicles",Number,units,56403
1800,2013,New Brunswick,"Total, vehicle registrations",Number,units,722396
1801,2013,New Brunswick,"Total, road motor vehicle registrations",Number,units,570110
1802,2013,New Brunswick,"Vehicles weighing less than 4,500 kilograms",Number,units,525614
1803,2013,New Brunswick,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,7871
1804,2013,New Brunswick,"Vehicles weighing 15,000 kilograms or more",Number,units,11914
1805,2013,New Brunswick,Buses,Number,units,3305
1806,2013,New Brunswick,Motorcycles and mopeds,Number,units,21406
1807,2013,New Brunswick,Trailers,Number,units,98652
1808,2013,New Brunswick,"Off-road, construction, farm vehicles",Number,units,53634
1809,2013,Quebec,"Total, vehicle registrations",Number,units,7842759
1810,2013,Quebec,"Total, road motor vehicle registrations",Number,units,5230421
1811,2013,Quebec,"Vehicles weighing less than 4,500 kilograms",Number,units,4887622
1812,2013,Quebec,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,61339
1813,2013,Quebec,"Vehicles weighing 15,000 kilograms or more",Number,units,69536
1814,2013,Quebec,Buses,Number,units,18071
1815,2013,Quebec,Motorcycles and mopeds,Number,units,193853
1816,2013,Quebec,Trailers,Number,units,1872827
1817,2013,Quebec,"Off-road, construction, farm vehicles",Number,units,739511
1818,2013,Ontario,"Total, vehicle registrations",Number,units,11263085
1819,2013,Ontario,"Total, road motor vehicle registrations",Number,units,8103065
1820,2013,Ontario,"Vehicles weighing less than 4,500 kilograms",Number,units,7625689
1821,2013,Ontario,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,118726
1822,2013,Ontario,"Vehicles weighing 15,000 kilograms or more",Number,units,117840
1823,2013,Ontario,Buses,Number,units,29516
1824,2013,Ontario,Motorcycles and mopeds,Number,units,211294
1825,2013,Ontario,Trailers,Number,units,2486733
1826,2013,Ontario,"Off-road, construction, farm vehicles",Number,units,673287
1827,2013,Manitoba,"Total, vehicle registrations",Number,units,1069024
1828,2013,Manitoba,"Total, road motor vehicle registrations",Number,units,814569
1829,2013,Manitoba,"Vehicles weighing less than 4,500 kilograms",Number,units,748009
1830,2013,Manitoba,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,18045
1831,2013,Manitoba,"Vehicles weighing 15,000 kilograms or more",Number,units,27235
1832,2013,Manitoba,Buses,Number,units,4094
1833,2013,Manitoba,Motorcycles and mopeds,Number,units,17186
1834,2013,Manitoba,Trailers,Number,units,179084
1835,2013,Manitoba,"Off-road, construction, farm vehicles",Number,units,75371
1836,2013,Saskatchewan,"Total, vehicle registrations",Number,units,1105901
1837,2013,Saskatchewan,"Total, road motor vehicle registrations",Number,units,880263
1838,2013,Saskatchewan,"Vehicles weighing less than 4,500 kilograms",Number,units,778069
1839,2013,Saskatchewan,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,47659
1840,2013,Saskatchewan,"Vehicles weighing 15,000 kilograms or more",Number,units,38939
1841,2013,Saskatchewan,Buses,Number,units,3950
1842,2013,Saskatchewan,Motorcycles and mopeds,Number,units,11646
1843,2013,Saskatchewan,Trailers,Number,units,215853
1844,2013,Saskatchewan,"Off-road, construction, farm vehicles",Number,units,9785
1845,2013,Alberta,"Total, vehicle registrations",Number,units,4764093
1846,2013,Alberta,"Total, road motor vehicle registrations",Number,units,3306576
1847,2013,Alberta,"Vehicles weighing less than 4,500 kilograms",Number,units,2895686
1848,2013,Alberta,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,171271
1849,2013,Alberta,"Vehicles weighing 15,000 kilograms or more",Number,units,107161
1850,2013,Alberta,Buses,Number,units,15853
1851,2013,Alberta,Motorcycles and mopeds,Number,units,116605
1852,2013,Alberta,Trailers,Number,units,1265912
1853,2013,Alberta,"Off-road, construction, farm vehicles",Number,units,191605
1854,2013,British Columbia,"Total, vehicle registrations",Number,units,3380245
1855,2013,British Columbia,"Total, road motor vehicle registrations",Number,units,2952114
1856,2013,British Columbia,"Vehicles weighing less than 4,500 kilograms",Number,units,2738785
1857,2013,British Columbia,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,102108
1858,2013,British Columbia,"Vehicles weighing 15,000 kilograms or more",Number,units,39521
1859,2013,British Columbia,Buses,Number,units,9817
1860,2013,British Columbia,Motorcycles and mopeds,Number,units,61883
1861,2013,British Columbia,Trailers,Number,units,408631
1862,2013,British Columbia,"Off-road, construction, farm vehicles",Number,units,19500
1863,2013,Yukon,"Total, vehicle registrations",Number,units,52318
1864,2013,Yukon,"Total, road motor vehicle registrations",Number,units,37070
1865,2013,Yukon,"Vehicles weighing less than 4,500 kilograms",Number,units,30928
1866,2013,Yukon,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,2946
1867,2013,Yukon,"Vehicles weighing 15,000 kilograms or more",Number,units,1744
1868,2013,Yukon,Buses,Number,units,392
1869,2013,Yukon,Motorcycles and mopeds,Number,units,1060
1870,2013,Yukon,Trailers,Number,units,13659
1871,2013,Yukon,"Off-road, construction, farm vehicles",Number,units,1589
1872,2013,Northwest Territories,"Total, vehicle registrations",Number,units,33021
1873,2013,Northwest Territories,"Total, road motor vehicle registrations",Number,units,26242
1874,2013,Northwest Territories,"Vehicles weighing less than 4,500 kilograms",Number,units,22685
1875,2013,Northwest Territories,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,1768
1876,2013,Northwest Territories,"Vehicles weighing 15,000 kilograms or more",Number,units,894
1877,2013,Northwest Territories,Buses,Number,units,91
1878,2013,Northwest Territories,Motorcycles and mopeds,Number,units,804
1879,2013,Northwest Territories,Trailers,Number,units,5247
1880,2013,Northwest Territories,"Off-road, construction, farm vehicles",Number,units,1532
1881,2013,Nunavut,"Total, vehicle registrations",Number,units,6226
1882,2013,Nunavut,"Total, road motor vehicle registrations",Number,units,5015
1883,2013,Nunavut,"Vehicles weighing less than 4,500 kilograms",Number,units,4310
1884,2013,Nunavut,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,270
1885,2013,Nunavut,"Vehicles weighing 15,000 kilograms or more",Number,units,317
1886,2013,Nunavut,Buses,Number,units,38
1887,2013,Nunavut,Motorcycles and mopeds,Number,units,80
1888,2013,Nunavut,Trailers,Number,units,155
1889,2013,Nunavut,"Off-road, construction, farm vehicles",Number,units,1056
1890,2014,Canada,"Total, vehicle registrations",Number,units,32565521
1891,2014,Canada,"Total, road motor vehicle registrations",Number,units,23538817
1892,2014,Canada,"Vehicles weighing less than 4,500 kilograms",Number,units,21729596
1893,2014,Canada,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,575363
1894,2014,Canada,"Vehicles weighing 15,000 kilograms or more",Number,units,455004
1895,2014,Canada,Buses,Number,units,90650
1896,2014,Canada,Motorcycles and mopeds,Number,units,688204
1897,2014,Canada,Trailers,Number,units,6904643
1898,2014,Canada,"Off-road, construction, farm vehicles",Number,units,2122061
1899,2014,Newfoundland and Labrador,"Total, vehicle registrations",Number,units,651010
1900,2014,Newfoundland and Labrador,"Total, road motor vehicle registrations",Number,units,377539
1901,2014,Newfoundland and Labrador,"Vehicles weighing less than 4,500 kilograms",Number,units,349436
